datapoint averagetime averagesmooth time timedelta speed speeddelta speedaverage speedaveragetime speedmax speedmaxtime maxspeed maxspeeddelta maxspeedaverage angle angledelta acceleration accelerationsmooth accelerationdelta accelerationmin accelerationmax accelerationmintime accelerationmaxtime distance distancedelta turn turndelta rpm
192 100 10 10.759245711 0.050022358 1.99456 -0.245822 1.23383 3.62936 6.21098 6.21098 2.75483 0.533857 4.19406 -23.6008 -5.3595 -4.91424 -3.80344 -0.0212137 -66.6599 14.7776 5.09265 -5.28364 37.8917525 0.0997727 -0.590021 -0.133988 2591.38
193 100 10 10.810402812 0.051157101 1.74879 -0.245769 1.23386 3.59601 6.21098 6.21098 3.44113 0.686307 4.19401 -24.5753 -0.974438 -4.8042 -3.9933 0.11004 -66.6599 14.7776 5.09265 -5.28364 37.9812157 0.0894632 -0.614382 -0.024361 2272.07
194 100 10 10.869187565 0.058784753 1.82748 0.0786833 1.23389 3.56101 6.21098 6.21098 3.50394 0.0628049 4.19398 -25.1583 -0.583084 1.3385 -3.71658 6.1427 -66.6599 14.7776 5.09265 -5.28364 38.0886437 0.107428 -0.628959 -0.0145771 2374.3
195 100 10 10.928600409 0.059412844 2.08306 0.25558 1.23394 3.52561 6.21098 6.21098 3.55005 0.046108 4.19394 -24.0173 1.14109 4.30176 -2.94197 2.96327 -66.6599 14.7776 5.09265 -5.28364 38.2124037 0.12376 -0.600432 0.0285272 2706.36
196 100 10 10.980097315 0.051496906 2.28005 0.196989 1.234 3.49223 6.21098 6.21098 3.63689 0.0868427 4.19391 -22.9972 1.02005 3.82526 -2.05624 -0.4765 -66.6599 14.7776 5.09265 -5.28364 38.3298187 0.117415 -0.57493 0.0255012 2962.29
197 100 10 11.04050292 0.060405605 2.51894 0.238897 1.23407 3.46417 6.21098 6.21098 3.63407 -0.00281749 4.19388 -17.9136 5.08366 3.95489 -1.17767 0.129622 -66.6599 14.7776 5.09265 -5.28364 38.4819767 0.152158 -0.447839 0.127091 3272.67
198 100 10 11.099312568 0.058809648 2.81238 0.293441 1.23416 3.44149 6.21098 6.21098 3.67256 0.0384847 4.19385 -16.7364 1.17713 4.98967 -0.609183 1.03478 -66.6599 14.7776 5.09265 -5.28364 38.6473717 0.165395 -0.418411 0.0294282 3653.92
199 100 10 11.159667933 0.060355365 3.0508 0.238413 1.23426 3.42413 6.21098 6.21098 3.80505 0.132492 4.19383 -14.3709 2.36553 3.95015 0.273804 -1.03952 -66.6599 14.7776 5.09265 -5.28364 38.8315037 0.184132 -0.359272 0.0591383 3963.67
200 100 10 11.212610332 0.052942399 3.29334 0.242544 1.23437 3.41168 6.21098 6.21098 4.78551 0.980465 4.19386 -13.2715 1.09942 4.58128 1.233 0.631128 -66.6599 14.7776 5.09265 -5.28364 39.0058607 0.174357 -0.331787 0.0274856 4278.79
201 100 10 11.270056727 0.057446395 3.58603 0.292693 1.2345 3.40509 6.21098 6.21098 4.97261 0.187093 4.1939 -11.017 2.25444 5.09506 2.23181 0.513782 -66.6599 14.7776 5.09506 -5.28364 39.2118657 0.206005 -0.275426 0.0563609 4659.06
202 100 10 11.329533859 0.059477132 3.88348 0.297445 1.23465 3.40394 6.21098 6.21098 5.09828 0.125675 4.19395 -9.36273 1.6543 5.00099 3.22334 -0.0940666 -66.6599 14.7776 5.09506 -5.28364 39.4428437 0.230978 -0.234068 0.0413576 5045.51
203 100 10 11.380106261 0.050572402 4.13007 0.246595 1.23481 3.40816 6.21098 6.21098 5.16915 0.0708689 4.19401 -8.49245 0.870284 4.87608 4.19137 -0.124913 -66.6599 14.7776 5.09506 -5.28364 39.6517117 0.208868 -0.212311 0.0217571 5365.89
204 100 10 11.439946237 0.059839976 4.42158 0.291503 1.23499 3.41732 6.21098 6.21098 5.78506 0.615912 4.1941 -8.45517 0.0372803 4.87138 4.54465 -0.00469852 -66.6599 14.7776 5.09506 -5.28364 39.9162987 0.264587 -0.211379 0.000932008 5744.62
205 100 10 11.490276401 0.050330164 4.67041 0.248835 1.23518 3.42934 6.21098 6.21098 5.92301 0.137949 4.19419 -8.64318 -0.188009 4.94405 4.60888 0.0726625 -66.6599 14.7776 5.09506 -5.28364 40.1513617 0.235063 -0.216079 -0.00470021 6067.91
206 100 10 11.550325624 0.060049223 4.96401 0.293602 1.23538 3.44531 6.21098 6.21098 6.27333 0.350316 4.19431 -8.40845 0.234731 4.88935 4.71529 -0.0546979 -66.6599 14.7776 5.09506 -5.28364 40.4494467 0.298085 -0.210211 0.00586827 6449.36
207 100 10 11.609300711 0.058975087 5.25537 0.291354 1.23561 3.46562 6.21098 6.21098 6.86713 0.593807 4.19446 -8.25275 0.15569 4.94028 4.81383 0.050937 -66.6599 14.7776 5.09506 -5.28364 40.7593827 0.309936 -0.206319 0.00389226 6827.9
208 100 10 11.66067973 0.051379019 5.50192 0.246552 1.23584 3.48832 6.21098 6.21098 6.09012 -0.777015 4.19456 -8.63297 -0.380211 4.79869 4.79473 -0.141594 -66.6599 14.7776 5.09506 -5.28364 41.0420657 0.282683 -0.215824 -0.00950527 7148.22
209 100 10 11.718659018 0.057979288 5.60573 0.103814 1.23608 3.5112 6.21098 6.21098 5.88074 -0.209382 4.19465 -8.46611 0.166856 1.79053 4.57877 -3.00816 -66.6599 14.7776 5.09506 -5.28364 41.3670817 0.325016 -0.211653 0.0041714 7283.1
210 100 10 11.76890083 0.050241812 5.35919 -0.246541 1.23631 3.53313 6.21098 6.21098 5.28913 -0.591603 4.19471 -7.57181 0.894299 -4.90708 3.62993 -6.69761 -66.6599 14.7776 5.09506 -5.28364 41.6363377 0.269256 -0.189295 0.0223575 6962.79
211 100 10 11.819489007 0.050588177 5.11107 -0.248118 1.23653 3.54964 6.21098 6.21098 4.95128 -0.337857 4.19476 -7.74067 -0.168861 -4.90466 2.62996 0.00241683 -66.6599 14.7776 5.09506 -5.28364 41.8948977 0.25856 -0.193517 -0.00422153 6640.43
212 100 10 11.869902626 0.050413619 4.86511 -0.245966 1.23673 3.56122 6.21098 6.21098 4.5439 -0.407372 4.19478 -6.30412 1.43655 -4.87897 1.64197 0.0256943 -66.6599 14.7776 5.09506 -5.28364 42.1401657 0.245268 -0.157603 0.0359139 6320.86
213 100 10 11.929969225 0.060066599 4.57119 -0.293914 1.23691 3.57047 6.21098 6.21098 4.18613 -0.357771 4.19478 -4.75589 1.54823 -4.89313 0.665044 -0.0141647 -66.6599 14.7776 5.09506 -5.28364 42.4147417 0.274576 -0.118897 0.0387058 5939
214 100 10 11.989854545 0.05988532 4.2808 -0.290397 1.23708 3.57976 6.21098 6.21098 3.96399 -0.222146 4.19476 -2.42263 2.33326 -4.84921 -0.307016 0.0439194 -66.6599 14.7776 5.09506 -5.28364 42.6710987 0.256357 -0.0605658 0.0583314 5561.71
215 100 10 12.040063014 0.050208469 4.03195 -0.248845 1.23724 3.5895 6.21098 6.21098 3.7584 -0.205584 4.19474 -1.36384 1.05879 -4.95623 -1.29704 -0.107015 -66.6599 14.7776 5.09506 -5.28364 42.8735367 0.202438 -0.0340959 0.0264698 5238.41
216 100 10 12.090101436 0.050038422 3.78748 -0.244473 1.23738 3.59731 6.21098 6.21098 3.67691 -0.0814926 4.19471 -0.728716 0.635121 -4.88571 -2.27455 0.0705181 -66.6599 14.7776 5.09506 -5.28364 43.0630557 0.189519 -0.0182179 0.015878 4920.78
217 100 10 12.149488168 0.059386732 3.5423 -0.245182 1.23751 3.5997 6.21098 6.21098 3.47699 -0.199924 4.19467 0.0677241 0.79644 -4.12857 -3.18143 0.75714 -66.6599 14.7776 5.09506 -5.28364 43.2734207 0.210365 0.0016931 0.019911 4602.24
218 100 10 12.200147961 0.050659793 3.46904 -0.0732598 1.23763 3.59892 6.21098 6.21098 3.44167 -0.0353185 4.19463 -2.77521 -2.84294 -1.44611 -3.80591 2.68246 -66.6599 14.7776 5.09506 -5.28364 43.4491617 0.175741 -0.0693803 -0.0710734 4507.06
219 100 10 12.25943015 0.059282189 3.37019 -0.0988479 1.23775 3.59423 6.21098 6.21098 3.34997 -0.0916951 4.19458 -4.95087 -2.17566 -1.66741 -4.15171 -0.221299 -66.6599 14.7776 5.09506 -5.28364 43.6489537 0.199792 -0.123772 -0.0543914 4378.63
220 100 10 12.310211926 0.050781776 3.21033 -0.15986 1.23786 3.58549 6.21098 6.21098 3.23294 -0.117037 4.19453 -7.78882 -2.83795 -3.14798 -3.9758 -1.48057 -66.6599 14.7776 5.09506 -5.28364 43.8119797 0.163026 -0.19472 -0.0709487 4170.94
221 100 10 12.370204925 0.059992999 3.19351 -0.016824 1.23796 3.57382 6.21098 6.21098 3.30672 0.0737815 4.19448 -9.41295 -1.62414 -0.280433 -3.51338 2.86754 -66.6599 14.7776 5.09506 -5.28364 44.0035677 0.191588 -0.235324 -0.0406035 4149.08
222 100 10 12.429996198 0.059791273 3.32031 0.126802 1.23808 3.56538 6.21098 6.21098 3.49613 0.189412 4.19444 -15.8778 -6.46487 2.12075 -2.8134 2.40118 -66.6599 14.7776 5.09506 -5.28364 44.2020927 0.198525 -0.396946 -0.161622 4313.82
223 100 10 12.480193275 0.050197077 3.21898 -0.101325 1.23819 3.55888 6.21098 6.21098 3.58223 0.0860988 4.19441 -18.2242 -2.34635 -2.01854 -2.52595 -4.13929 -66.6599 14.7776 5.09506 -5.28364 44.3636767 0.161584 -0.455604 -0.0586587 4182.18
224 100 10 12.530415599 0.050222324 2.97591 -0.243069 1.23829 3.55215 6.21098 6.21098 3.66989 0.0876644 4.19438 -18.4274 -0.203259 -4.83986 -2.52501 -2.82132 -66.6599 14.7776 5.09506 -5.28364 44.5131337 0.149457 -0.460686 -0.00508147 3866.38
225 100 10 12.591064626 0.060649027 3.0708 0.0948901 1.23839 3.54771 6.21098 6.21098 3.9676 0.297712 4.19437 -19.0966 -0.669199 1.56458 -1.87293 6.40444 -66.6599 14.7776 5.09506 -5.28364 44.6993747 0.186241 -0.477416 -0.01673 3989.66
226 100 10 12.650167296 0.05910267 3.16831 0.0975108 1.23849 3.54626 6.21098 6.21098 2.61704 -1.35056 4.19428 -18.8778 0.21881 1.64985 -1.21937 0.0852769 -66.6599 14.7776 5.09506 -5.28364 44.8866307 0.187256 -0.471946 0.00547025 4116.35
227 100 10 12.709553388 0.059386092 2.87528 -0.293034 1.23858 3.54337 6.21098 6.21098 2.56222 -0.0548231 4.19419 -18.8789 -0.00106454 -4.93438 -1.29995 -6.58424 -66.6599 14.7776 5.09506 -5.28364 45.0573827 0.170752 -0.471972 -2.66135e-05 3735.63
228 100 10 12.76035126 0.050797872 2.92616 0.0508823 1.23868 3.54174 6.21098 6.21098 3.49933 0.937109 4.19415 -19.4482 -0.569304 1.00166 -1.05518 5.93605 -66.6599 14.7776 5.09506 -5.28364 45.2060257 0.148643 -0.486205 -0.0142326 3801.74
229 100 10 12.819204876 0.058853616 3.21882 0.292653 1.23879 3.54598 6.21098 6.21098 3.84346 0.344135 4.19413 -18.3809 1.06733 4.97256 -0.391179 3.9709 -66.6599 14.7776 5.09506 -5.28364 45.3954647 0.189439 -0.459521 0.0266833 4181.96
230 100 10 12.870110011 0.050905135 3.46604 0.247224 1.23891 3.55375 6.21098 6.21098 4.10178 0.258316 4.19412 -16.6935 1.68736 4.85656 0.409274 -0.116004 -66.6599 14.7776 5.09506 -5.28364 45.5719037 0.176439 -0.417337 0.0421841 4503.16
231 100 10 12.930260706 0.060150695 3.76286 0.296818 1.23905 3.5635 6.21098 6.21098 4.52146 0.419682 4.19414 -16.3594 0.334092 4.93458 0.930775 0.0780218 -66.6599 14.7776 5.09506 -5.28364 45.7982427 0.226339 -0.408985 0.00835231 4888.8
232 100 10 12.988913268 0.058652562 4.03119 0.268331 1.2392 3.57889 6.21098 6.21098 5.21755 0.696092 4.1942 -15.2687 1.09075 4.57492 1.17619 -0.359657 -66.6599 14.7776 5.09506 -5.28364 46.0346827 0.23644 -0.381716 0.0272687 5237.42
233 100 10 13.040326847 0.051413579 4.27446 0.243271 1.23937 3.59965 6.21098 6.21098 4.86161 -0.355941 4.19424 -13.6119 1.65679 4.73166 1.85121 0.156735 -66.6599 14.7776 5.09506 -5.28364 46.2544477 0.219765 -0.340297 0.0414198 5553.48
234 100 10 13.099928105 0.059601258 4.57389 0.299428 1.23956 3.6263 6.21098 6.21098 4.49124 -0.370366 4.19425 -11.8898 1.72202 5.02385 2.83758 0.29219 -66.6599 14.7776 5.09506 -5.28364 46.5270567 0.272609 -0.297246 0.0430505 5942.5
235 100 10 13.160041936 0.060113831 4.46542 -0.108468 1.23973 3.65056 6.21098 6.21098 4.07679 -0.414452 4.19425 -10.1103 1.77954 -1.80437 2.50069 -6.82822 -66.6599 14.7776 5.09506 -5.28364 46.7954907 0.268434 -0.252757 0.0444886 5801.58
236 100 10 13.210073318 0.050031382 4.22365 -0.241774 1.2399 3.67101 6.21098 6.21098 3.87968 -0.197114 4.19423 -8.65924 1.45106 -4.83244 1.85246 -3.02807 -66.6599 14.7776 5.09506 -5.28364 47.0068057 0.211315 -0.216481 0.0362766 5487.46
237 100 10 13.260118587 0.050045269 3.97582 -0.24783 1.24005 3.69193 6.21098 6.21098 3.6889 -0.190783 4.1942 -6.24695 2.41228 -4.95212 1.85068 -0.119685 -66.6599 14.7776 5.09506 -5.28364 47.2057767 0.198971 -0.156174 0.0603071 5165.48
238 100 10 13.310616814 0.050498227 3.72974 -0.246074 1.24019 3.71076 6.21098 6.21098 3.53335 -0.155542 4.19416 -4.38323 1.86373 -4.87292 1.26323 0.0792062 -66.6599 14.7776 5.09506 -5.28364 47.3941217 0.188345 -0.109581 0.0465932 4845.77
239 100 10 13.369735484 0.05911867 3.49102 -0.238725 1.24031 3.72424 6.21098 6.21098 3.37258 -0.160775 4.19412 -2.50207 1.88116 -4.03807 0.362164 0.83485 -66.6599 14.7776 5.09506 -5.28364 47.6005057 0.206384 -0.0625517 0.047029 4535.61
240 100 10 13.420252878 0.050517394 3.31967 -0.17135 1.24043 3.73356 6.21098 6.21098 3.31699 -0.0555853 4.19407 -2.27081 0.231255 -3.3919 -0.462682 0.646171 -66.6599 14.7776 5.09506 -5.28364 47.7682067 0.167701 -0.0567703 0.00578137 4312.99
241 100 10 13.479093758 0.05884088 3.1816 -0.138071 1.24054 3.73858 6.21098 6.21098 3.07762 -0.239377 4.19401 -2.04003 0.230785 -2.34652 -1.19079 1.04538 -66.6599 14.7776 5.09506 -5.28364 47.9554147 0.187208 -0.0510007 0.00576962 4133.61
242 100 10 13.5301955 0.051101742 3.07419 -0.10741 1.24064 3.74004 6.21098 6.21098 3.01365 -0.0639635 4.19394 -3.41642 -1.37639 -2.10189 -1.85847 0.244622 -66.6599 14.7776 5.09506 -5.28364 48.1125107 0.157096 -0.0854105 -0.0344098 3994.06
243 100 10 13.581035195 0.050839695 2.99921 -0.0749772 1.24073 3.73784 6.21098 6.21098 2.97801 -0.035643 4.19388 -5.8304 -2.41398 -1.47478 -2.47912 0.627118 -66.6599 14.7776 5.09506 -5.28364 48.2649897 0.152479 -0.14576 -0.0603494 3896.64
244 100 10 13.639893068 0.058857873 2.70154 -0.297672 1.24081 3.73017 6.21098 6.21098 2.79105 -0.186964 4.1938 -8.1343 -2.30391 -5.05748 -3.48725 -3.5827 -66.6599 14.7776 5.09506 -5.28364 48.4239967 0.159007 -0.203358 -0.0575976 3509.9
245 100 10 13.699526454 0.059633386 2.54283 -0.158707 1.24089 3.718 6.21098 6.21098 1.81658 -0.974466 4.19367 -12.0232 -3.88894 -2.66138 -3.57295 2.3961 -66.6599 14.7776 5.09506 -5.28364 48.5756347 0.151638 -0.300581 -0.0972236 3303.71
246 100 10 13.759881627 0.060355173 2.24565 -0.297179 1.24094 3.69992 6.21098 6.21098 1.53281 -0.283775 4.19352 -15.5816 -3.5584 -4.92384 -3.58209 -2.26247 -66.6599 14.7776 5.09506 -5.28364 48.7111717 0.135537 -0.389541 -0.0889599 2917.6
247 100 10 13.818776875 0.058895248 1.95541 -0.29024 1.24098 3.67602 6.21098 6.21098 1.48681 -0.0459914 4.19337 -20.8678 -5.28611 -4.92808 -3.57968 -0.00423243 -66.6599 14.7776 5.09506 -5.28364 48.8263357 0.115164 -0.521694 -0.132153 2540.52
248 100 10 13.869496187 0.050719312 1.70764 -0.247772 1.24101 3.64713 6.21098 6.21098 1.52022 0.033406 4.19322 -25.3861 -4.51833 -4.88515 -3.58091 0.0429231 -66.6599 14.7776 5.09506 -5.28364 48.9129459 0.0866102 -0.634652 -0.112958 2218.6
249 100 10 13.919515921 0.050019734 1.85717 0.14953 1.24104 3.6173 6.21098 6.21098 1.45339 -0.0668292 4.19307 -25.001 0.385082 2.98942 -2.87816 7.87457 -66.6599 14.7776 5.09506 -5.28364 49.005841 0.0928951 -0.625025 0.00962704 2412.88
250 100 10 13.970547551 0.05103163 2.10065 0.243478 1.24109 3.587 6.21098 6.21098 3.82725 2.37386 4.19305 -24.5025 0.498507 4.77112 -2.06186 1.7817 -66.6599 14.7776 5.09506 -5.28364 49.11304 0.107199 -0.612562 0.0124627 2729.21
251 100 10 14.03083514 0.060287589 1.80576 -0.294886 1.24112 3.55128 6.21098 6.21098 5.72265 1.8954 4.19314 -28.8674 -4.36488 -4.89132 -2.31634 -9.66244 -66.6599 14.7776 5.09506 -5.28364 49.221905 0.108865 -0.721684 -0.109122 2346.09
252 100 10 14.08903897 0.05820383 1.90072 0.09496 1.24116 3.51355 6.21098 6.21098 6.6763 0.953649 4.19327 -28.4844 0.383005 1.63151 -1.943 6.52283 -66.6599 14.7776 5.09506 -5.28364 49.332534 0.110629 -0.712109 0.00957513 2469.46
253 100 10 14.140065128 0.051026158 2.09771 0.196993 1.2412 3.47534 6.21098 6.21098 6.83334 0.157033 4.19342 -27.5419 0.942502 3.86064 -1.40946 2.22913 -66.6599 14.7776 5.09506 -5.28364 49.439572 0.107038 -0.688547 0.0235626 2725.4
254 100 10 14.192477099 0.052411971 2.34203 0.244316 1.24126 3.43665 6.21098 5.91513 7.11581 0.28247 4.19358 -26.1953 1.34657 4.66145 -0.437564 0.80081 -66.6599 14.7776 5.09506 -5.28364 49.562322 0.12275 -0.654883 0.0336642 3042.82
255 100 10 14.249967078 0.057489979 2.63924 0.297213 1.24134 3.40389 6.21098 5.66769 7.50906 0.393258 4.19376 -23.6384 2.55692 5.16982 0.345556 0.508377 -66.6599 14.7776 5.16982 -5.05748 49.714052 0.15173 -0.590959 0.0639231 3428.97
256 100 10 14.300407385 0.050440307 2.88241 0.243171 1.24143 3.37604 6.21098 5.60573 7.91242 0.403359 4.19397 -22.0324 1.60601 4.82097 1.32004 -0.348859 -66.6599 14.7776 5.16982 -5.05748 49.859442 0.14539 -0.550809 0.0401502 3744.9
257 100 10 14.359713478 0.059306093 3.17422 0.291802 1.24154 3.35402 6.21098 5.60573 8.76654 0.854112 4.19422 -20.4269 1.60551 4.92028 2.30487 0.0993116 -66.6599 14.7776 5.16982 -5.05748 50.047692 0.18825 -0.510672 0.0401378 4124.02
258 100 10 14.411736012 0.052022534 3.42208 0.247867 1.24166 3.33692 6.21098 5.60573 9.47901 0.712477 4.19451 -18.3858 2.04108 4.76461 3.26985 -0.155662 -66.6599 14.7776 5.16982 -5.05748 50.225717 0.178025 -0.459644 0.0510271 4446.05
259 100 10 14.470729243 0.058993231 3.71831 0.296224 1.2418 3.32527 6.21098 5.60573 9.81583 0.336815 4.19482 -15.6328 2.75298 5.02133 3.47304 0.256713 -66.6599 14.7776 5.16982 -5.05748 50.445072 0.219355 -0.39082 0.0688244 4830.91
260 100 10 14.530471173 0.05974193 4.01017 0.291862 1.24195 3.31949 6.21098 5.60573 9.90068 0.084848 4.19514 -14.0769 1.55593 4.88538 3.48447 -0.135952 -66.6599 14.7776 5.16982 -5.05748 50.684647 0.239575 -0.351922 0.0388983 5210.11
261 100 10 14.591176582 0.060705409 4.30402 0.29385 1.24212 3.31908 6.21098 5.60573 9.9216 0.0209223 4.19546 -11.3166 2.76024 4.8406 4.45766 -0.0447787 -66.6599 14.7776 5.16982 -5.05748 50.945924 0.261277 -0.282916 0.0690061 5591.89
262 100 10 14.649775161 0.058598579 4.59751 0.293488 1.2423 3.32454 6.21098 5.60573 9.92796 0.00636008 4.19577 -9.18261 2.13402 5.00845 4.79535 0.167853 -66.6599 14.7776 5.16982 -5.05748 51.215331 0.269407 -0.229565 0.0533504 5973.19
263 100 10 14.700308235 0.050533074 4.84579 0.248285 1.2425 3.33496 6.21098 5.60573 9.5815 -0.346457 4.19607 -7.27763 1.90499 4.91332 4.90062 -0.095127 -66.6599 14.7776 5.16982 -5.05748 51.460204 0.244873 -0.181941 0.0476247 6295.77
264 100 10 14.759741271 0.059433036 5.13884 0.29305 1.24272 3.35125 6.21098 5.60573 8.72729 -0.854209 4.19632 -5.25258 2.02504 4.93076 4.92755 0.0174417 -66.6599 14.7776 5.16982 -5.05748 51.765621 0.305417 -0.131315 0.050626 6676.51
265 100 10 14.810134506 0.050393235 5.38618 0.247334 1.24295 3.37116 6.21098 5.60573 7.6822 -1.04509 4.19651 -3.31871 1.93388 4.90807 4.90138 -0.0226942 -66.6599 14.7776 5.16982 -5.05748 52.037048 0.271427 -0.0829677 0.0483469 6997.85
266 100 10 14.860342878 0.050208372 5.62928 0.243104 1.24319 3.3955 6.21098 5.62928 7.00672 -0.675481 4.19667 -1.33342 1.98528 4.84191 4.90347 -0.0661592 -66.6599 14.7776 5.16982 -5.05748 52.319685 0.282637 -0.0333356 0.0496321 7313.7
267 100 10 14.910619634 0.050276756 5.87249 0.243211 1.24344 3.42519 6.21098 5.87249 6.56047 -0.446248 4.1968 -0.00441737 1.32901 4.83745 4.89519 -0.00446126 -66.6599 14.7776 5.16982 -5.05748 52.614935 0.29525 -0.000110434 0.0332251 7629.68
268 100 10 14.969541922 0.058922288 5.96839 0.0958996 1.2437 3.4583 6.21098 5.96839 6.23238 -0.328088 4.19691 2.08522 2.08964 1.62756 4.58148 -3.20989 -66.6599 14.7776 5.16982 -5.05748 52.966606 0.351671 0.0521305 0.052241 7754.28
269 100 10 15.020288338 0.050746416 5.72307 -0.245327 1.24395 3.49192 6.21098 5.96839 5.52144 -0.710946 4.19698 2.36083 0.27561 -4.83437 3.59591 -6.46193 -66.6599 14.7776 5.16982 -5.05748 53.257031 0.290425 0.0590208 0.00689024 7435.54
270 100 10 15.07975491 0.059466572 5.42572 -0.297342 1.24418 3.52548 6.21098 5.96839 5.05337 -0.468068 4.19703 2.70058 0.339752 -5.00015 2.60736 -0.16578 -66.6599 14.7776 5.16982 -5.05748 53.57968 0.322649 0.0675146 0.00849379 7049.23
271 100 10 15.130673773 0.050918863 5.17988 -0.245841 1.2444 3.5576 6.21098 5.96839 4.72972 -0.323654 4.19706 2.32175 -0.378831 -4.82809 1.64049 0.172057 -66.6599 14.7776 5.16982 -5.05748 53.843434 0.263754 0.0580438 -0.00947079 6729.83
272 100 10 15.189018945 0.058345172 4.8908 -0.289085 1.2446 3.58438 6.21098 5.96839 4.27487 -0.454851 4.19706 2.08501 -0.236745 -4.95474 0.644172 -0.126651 -66.6599 14.7776 5.16982 -5.05748 54.128788 0.285354 0.0521251 -0.00591863 6354.24
273 100 10 15.241166598 0.052147653 4.64125 -0.249548 1.24479 3.60569 6.21098 5.96839 3.68374 -0.591127 4.19704 1.65187 -0.433138 -4.78542 -0.325702 0.169324 -66.6599 14.7776 5.16982 -5.05748 54.370818 0.24203 0.0412967 -0.0108285 6030.02
274 100 10 15.291182012 0.050015414 4.3979 -0.24335 1.24496 3.62164 6.21098 5.96839 3.50672 -0.177022 4.197 0.463966 -1.1879 -4.86549 -1.30533 -0.0800708 -66.6599 14.7776 5.16982 -5.05748 54.590781 0.219963 0.0115991 -0.0296975 5713.86
275 100 10 15.349418674 0.058236662 4.10276 -0.295142 1.24512 3.6317 6.21098 5.96839 3.43189 -0.0748271 4.19695 0.0925308 -0.371435 -5.06798 -2.30293 -0.202488 -66.6599 14.7776 5.16982 -5.06798 54.829712 0.238931 0.00231327 -0.00928588 5330.4
276 100 10 15.399995011 0.050576337 3.86084 -0.241918 1.24526 3.6369 6.21098 5.96839 3.37261 -0.0592779 4.19691 -0.387157 -0.479688 -4.78323 -3.26545 0.284747 -66.6599 14.7776 5.16982 -5.06798 55.024979 0.195267 -0.00967894 -0.0119922 5016.09
277 100 10 15.459468943 0.059473932 3.56287 -0.297965 1.24539 3.64004 6.21098 5.96839 3.33625 -0.0363563 4.19686 -3.96577 -3.57861 -5.01 -4.25019 -0.226771 -66.6599 14.7776 5.16982 -5.06798 55.236877 0.211898 -0.0991442 -0.0894653 4628.97
278 100 10 15.50962714 0.050158197 3.3202 -0.24267 1.24551 3.63828 6.21098 5.96839 3.29218 -0.044071 4.19681 -5.15223 -1.18646 -4.83808 -4.89676 0.171919 -66.6599 14.7776 5.16982 -5.06798 55.403412 0.166535 -0.128806 -0.0296615 4313.69
279 100 10 15.569655915 0.060028775 3.02469 -0.295519 1.2456 3.6306 6.21098 5.96839 3.28117 -0.0110122 4.19676 -8.4663 -3.31407 -4.92296 -4.90562 -0.0848773 -66.6599 14.7776 5.16982 -5.06798 55.58498 0.181568 -0.211657 -0.0828517 3929.74
280 100 10 15.629289333 0.059633418 2.90941 -0.115278 1.2457 3.62135 6.21098 5.96839 2.46896 -0.81221 4.19667 -17.9864 -9.52008 -1.93311 -4.59891 2.98985 -66.6599 14.7776 5.16982 -5.06798 55.758478 0.173498 -0.449659 -0.238002 3779.97
281 100 10 15.679800007 0.050510674 2.6627 -0.246708 1.24577 3.60926 6.21098 5.96839 1.80066 -0.668305 4.19653 -20.9027 -2.91633 -4.88428 -4.60453 -2.95118 -66.6599 14.7776 5.16982 -5.06798 55.892973 0.134495 -0.522568 -0.0729083 3459.44
282 100 10 15.730111707 0.0503117 2.41683 -0.245868 1.24584 3.59281 6.21098 5.96839 1.64041 -0.160251 4.19639 -23.9828 -3.08007 -4.88689 -4.59774 -0.00260737 -66.6599 14.7776 5.16982 -5.06798 56.014568 0.121595 -0.599569 -0.0770016 3140.01
283 100 10 15.789598854 0.059487147 2.12522 -0.291616 1.24589 3.57491 6.21098 5.96839 2.30849 0.668085 4.19629 -26.5789 -2.59617 -4.90217 -4.60942 -0.0152819 -66.6599 14.7776 5.16982 -5.06798 56.140991 0.126423 -0.664474 -0.0649043 2761.13
284 100 10 15.840355222 0.050756368 1.87712 -0.248096 1.24592 3.55537 6.21098 5.96839 3.04872 0.740226 4.19623 -27.5058 -0.926869 -4.88798 -4.61167 0.0141963 -66.6599 14.7776 5.16982 -5.06798 56.2362668 0.0952758 -0.687645 -0.0231717 2438.8
285 100 10 15.899515876 0.059160654 1.58587 -0.291247 1.24594 3.53469 6.21098 5.96839 3.48338 0.434667 4.19619 -28.8511 -1.34525 -4.92298 -4.59717 -0.0350077 -66.6599 14.7776 5.16982 -5.06798 56.330088 0.0938212 -0.721277 -0.0336313 2060.4
286 100 10 15.951115918 0.051600042 1.67068 0.0848047 1.24596 3.51779 6.21098 5.96839 3.51166 0.0282746 4.19615 -28.1036 0.747452 1.6435 -3.9545 6.56648 -66.6599 14.7776 5.16982 -5.06798 56.416295 0.086207 -0.70259 0.0186863 2170.58
287 100 10 16.010001726 0.058885808 1.93005 0.259373 1.246 3.50593 6.21098 5.96839 3.57974 0.0680792 4.19611 -26.2906 1.81297 4.40467 -3.01303 2.76117 -66.6599 14.7776 5.16982 -5.06798 56.529948 0.113653 -0.657266 0.0453243 2507.57
288 100 10 16.060900781 0.050899055 2.14535 0.215304 1.24605 3.49664 6.21098 5.96839 3.63342 0.0536827 4.19608 -25.7547 0.535915 4.23002 -2.10622 -0.174655 -66.6599 14.7776 5.16982 -5.06798 56.639144 0.109196 -0.643868 0.0133979 2787.29
